CSDUID,Population,CSDNAME,Latitude,Longitude,Type,Price,Bedrooms,Bathrooms,Hydro,Heat,Water,Size,Agreement Type
3539060,5832,Lucan Biddulph,43.187811,-81.402843,2.0,"$2,300",Bedrooms: 3,Bathrooms: 3,N,0.0,N,"1,500",1 Year
3539060,5832,Lucan Biddulph,43.2185024,-81.4059186,1.0,"$1,000",Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,"1,350",1 Year
3539060,5832,Lucan Biddulph,43.1879263,-81.4052746,1.0,"$1,425",Bedrooms: 2,Bathrooms: 1,N,1.0,Y,Not Available,1 Year
3539060,5832,Lucan Biddulph,43.1909469,-81.4022476,1.0,"$1,175",Bedrooms: 1,Bathrooms: 1,N,0.0,Y,600,1 Year
3539060,5832,Lucan Biddulph,43.1966512,-81.4011474,5.0,"$2,300",Bedrooms: 3 + Den,Bathrooms: 3,N,0.0,N,"1,600",1 Year
3540010,8034,Bluewater,43.4336018,-81.5053346,1.0,"$1,595",Bedrooms: 3,Bathrooms: 1.5,N,0.0,Y,"1,000",1 Year
3540010,8034,Bluewater,43.4313739,-81.510504,1.0,"$1,450",Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,800,1 Year
3540010,8034,Bluewater,43.4218727,-81.6254497,1.0,"$1,250",Bedrooms: 2,Bathrooms: 1,N,0.0,Y,900,1 Year
3540010,8034,Bluewater,43.5609071,-81.6960075,6.0,"$1,700",Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,700,1 Year
3540025,8184,Central Huron,43.6172804,-81.5393953,1.0,"$2,200",Bedrooms: 2 + Den,Bathrooms: 2,N,1.0,Y,"2,000",1 Year
3540028,8454,Goderich,43.7363519,-81.7069893,1.0,"$1,340",Bedrooms: 1,Bathrooms: 1,N,0.0,N,650,1 Year
3540028,8454,Goderich,43.7307458,-81.7083057,1.0,"$1,695",Bedrooms: 2,Bathrooms: 1,Y,1.0,Y,Not Available,1 Year
3540028,8454,Goderich,43.7434946,-81.7121255,1.0,"$1,800",Bedrooms: 1,Bathrooms: 1,N,0.0,N,925,1 Year
3540028,8454,Goderich,43.7363519,-81.7069893,1.0,"$1,350",Bedrooms: 1,Bathrooms: 1,N,0.0,N,650,1 Year
3540040,9850,Huron East,43.7444279,-81.2498314,1.0,"$1,050",Bedrooms: 1,Bathrooms: 1,N,1.0,Y,500,1 Year
3540055,5271,North Huron,43.7338834,-81.4291705,6.0,"$1,950",Bedrooms: 2,Bathrooms: 2,Y,1.0,Y,"1,255",1 Year
3540055,5271,North Huron,43.8879476,-81.3116601,1.0,"$1,089",Bedrooms: 1,Bathrooms: 1,N,0.0,Y,350,1 Year
3540063,5744,Ashfield-Colborne-Wawanosh,43.9534018,-81.5377013,2.0,"$2,400",Bedrooms: 3 + Den,Bathrooms: 1.5,N,0.0,Y,"1,500",1 Year
3541004,6330,South Bruce,44.0367625,-81.1416691,1.0,$900,Bedrooms: Bachelor/Studio,Bathrooms: 1,Y,1.0,Y,1,1 Year
3541004,6330,South Bruce,43.9748703,-81.0754657,3.0,"$1,600",Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,"1,200",Month-to-month
3541015,8424,Huron-Kinloss,43.9633993,-81.5130095,1.0,"$1,250",Bedrooms: 1,Bathrooms: 1,N,0.0,Y,750,1 Year
3541015,8424,Huron-Kinloss,43.9619076,-81.5109482,1.0,"$1,100",Bedrooms: 1,Bathrooms: 1,N,1.0,Y,500,1 Year
3541015,8424,Huron-Kinloss,43.9633993,-81.5130095,1.0,"$1,300",Bedrooms: 1,Bathrooms: 1,N,0.0,Y,800,1 Year
3541015,8424,Huron-Kinloss,44.1544692,-81.6559936,1.0,"$2,495",Bedrooms: 2,Bathrooms: 2,Y,1.0,Y,"1,018",1 Year
3541043,7627,Arran-Elderslie,44.294694,-81.094187,1.0,"$1,100",Bedrooms: Bachelor/Studio,Bathrooms: 1,Y,1.0,Y,300,Month-to-month
3541043,7627,Arran-Elderslie,44.3048394,-81.2722514,1.0,"$1,095",Bedrooms: 1,Bathrooms: 1,N,0.0,Y,700,Month-to-month
3541043,7627,Arran-Elderslie,44.4820219,-81.1467819,2.0,"$3,500",Bedrooms: 5+,Bathrooms: 2,N,0.0,N,"3,000",1 Year
3541043,7627,Arran-Elderslie,44.3027577,-81.0967116,2.0,"$2,000",Bedrooms: 3,Bathrooms: 1.5,N,0.0,Y,"1,100",1 Year
3541055,9434,South Bruce Peninsula,44.8029697,-81.0867124,2.0,"$2,300",Bedrooms: 1,Bathrooms: 1,Y,0.0,Y,"1,050",Month-to-month
3541055,9434,South Bruce Peninsula,44.7386461,-81.13094,1.0,"$1,100",Bedrooms: 2,Bathrooms: 1,N,0.0,Y,700,1 Year
3541055,9434,South Bruce Peninsula,44.536986,-81.178444,2.0,"$2,400",Bedrooms: 3 + Den,Bathrooms: 2,N,0.0,N,"1,600",1 Year
3541055,9434,South Bruce Peninsula,44.67796,-81.25754,1.0,"$1,350",Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,750,Month-to-month
3541055,9434,South Bruce Peninsula,44.6053978,-81.2684019,3.0,"$1,600",Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,"1,200",Month-to-month
3541055,9434,South Bruce Peninsula,44.642183,-81.2683163,2.0,"$1,600",Bedrooms: 2,Bathrooms: 1,Y,1.0,Y,800,Month-to-month
3541055,9434,South Bruce Peninsula,44.8032067,-81.2451991,2.0,"$2,950",Bedrooms: 3,Bathrooms: 2,N,0.0,N,"1,400",Month-to-month
3541055,9434,South Bruce Peninsula,44.6373764,-81.268918,2.0,$500,Bedrooms: 2,Bathrooms: 1,Y,1.0,Y,500,Month-to-month
3541055,9434,South Bruce Peninsula,44.6296021,-81.2650823,2.0,"$2,000",Bedrooms: 2,Bathrooms: 2,N,0.0,N,"1,800",1 Year
3541055,9434,South Bruce Peninsula,44.7417321,-81.1460154,5.0,"$2,250",Bedrooms: 2,Bathrooms: 1,N,1.0,N,"1,500",1 Year
3541057,1188,Saugeen 29,44.5305984,-81.3289397,2.0,"$2,400",Bedrooms: 2,Bathrooms: 2,Y,1.0,Y,"1,800",1 Year
3541057,1188,Saugeen 29,44.5305984,-81.3289397,2.0,"$2,400",Bedrooms: 2,Bathrooms: 2,Y,1.0,Y,"1,800",1 Year
3541069,4356,Northern Bruce Peninsula,44.9474162,-81.278211,1.0,"$1,750",Bedrooms: 2 + Den,Bathrooms: 1,Y,1.0,Y,"1,700",1 Year
3541069,4356,Northern Bruce Peninsula,44.9889554,-81.3621192,2.0,"$2,900",Bedrooms: 4,Bathrooms: 2,Y,1.0,Y,"2,000",Month-to-month
3542005,9687,Southgate,44.202084,-80.485992,2.0,"$2,300",Bedrooms: 3,Bathrooms: 2,N,0.0,N,"1,600",1 Year
3542005,9687,Southgate,44.175164,-80.3793157,2.0,"$2,500",Bedrooms: 4,Bathrooms: 2.5,N,0.0,N,"2,700",Month-to-month
3542005,9687,Southgate,44.167665,-80.393568,2.0,"$2,600",Bedrooms: 3,Bathrooms: 3,N,0.0,N,"1,850",1 Year
3542005,9687,Southgate,44.1737914,-80.3866257,6.0,"$1,850",Bedrooms: 3,Bathrooms: 1,N,0.0,N,"1,000",1 Year
3542005,9687,Southgate,44.174122,-80.3803851,2.0,"$2,500",Bedrooms: 3,Bathrooms: 2.5,N,0.0,N,"1,600",1 Year
3542005,9687,Southgate,44.1740151,-80.3837523,2.0,"$2,499",Bedrooms: 3,Bathrooms: 2.5,N,0.0,N,"2,400",1 Year
3542005,9687,Southgate,44.1716821,-80.3831851,2.0,"$3,000",Bedrooms: 4,Bathrooms: 3,N,0.0,N,"1,750",1 Year
3542005,9687,Southgate,44.167665,-80.393568,2.0,"$2,650",Bedrooms: 3,Bathrooms: 3.5,N,0.0,N,"1,830",1 Year
3542005,9687,Southgate,44.1696338,-80.388169,2.0,"$2,600",Bedrooms: 4 + Den,Bathrooms: 3.5,N,0.0,N,"2,900",1 Year
3542005,9687,Southgate,44.1692813,-80.3841636,2.0,"$2,800",Bedrooms: 4,Bathrooms: 3,N,0.0,N,"2,600",1 Year
3542029,8503,Hanover,44.1537975,-81.016669,1.0,$699,Bedrooms: Bachelor/Studio,Bathrooms: 1,N,0.0,N,1,1 Year
3542029,8503,Hanover,44.1530174,-81.0308675,1.0,"$1,725",Bedrooms: 2,Bathrooms: 1,N,1.0,Y,850,1 Year
3542029,8503,Hanover,44.1530174,-81.0308675,1.0,"$1,615",Bedrooms: 2,Bathrooms: 1,N,1.0,Y,670,1 Year
3542029,8503,Hanover,44.1530174,-81.0308675,1.0,"$1,470",Bedrooms: 1,Bathrooms: 1,N,1.0,Y,500,1 Year
3542029,8503,Hanover,44.1441801,-81.0238347,1.0,"$1,600",Bedrooms: 2,Bathrooms: 1,N,1.0,Y,766,1 Year
3542029,8503,Hanover,44.1526004,-81.0254145,1.0,$700,Bedrooms: 1,Bathrooms: 1,N,0.0,N,1,1 Year
3542029,8503,Hanover,44.1530174,-81.0308675,1.0,"$1,595",Bedrooms: 1,Bathrooms: 1,N,1.0,Y,500,1 Year
3542029,8503,Hanover,44.1537975,-81.016669,1.0,$700,Bedrooms: Bachelor/Studio,Bathrooms: 1,N,0.0,N,1,1 Year
3542029,8503,Hanover,44.1523806,-81.0329134,1.0,"$1,725",Bedrooms: 2,Bathrooms: 1,N,1.0,Y,850,1 Year
3542029,8503,Hanover,44.1441801,-81.0238347,1.0,"$1,535",Bedrooms: 1,Bathrooms: 1,N,1.0,Y,650,1 Year
3542029,8503,Hanover,44.1530174,-81.0308675,1.0,"$1,700",Bedrooms: 2,Bathrooms: 1,N,1.0,Y,670,1 Year
3542029,8503,Hanover,44.1540728,-81.0318813,6.0,"$1,650",Bedrooms: 2,Bathrooms: 1,N,1.0,Y,700,1 Year
3542029,8503,Hanover,44.1529319,-81.0269844,6.0,"$1,575",Bedrooms: 2,Bathrooms: 1,Y,1.0,Y,"1,100",1 Year
3542029,8503,Hanover,44.1546874,-81.0302519,2.0,"$2,300",Bedrooms: 3,Bathrooms: 2,N,0.0,N,"1,500",1 Year
3542029,8503,Hanover,44.1526004,-81.0254145,2.0,"$2,000",Bedrooms: 2,Bathrooms: 1,N,0.0,N,"1,250",1 Year
3542037,7430,Chatsworth,44.4606486,-80.9007615,6.0,"$1,800",Bedrooms: 2,Bathrooms: 1,Y,1.0,Y,700,Month-to-month
3542037,7430,Chatsworth,44.3446059,-80.9263036,2.0,"$2,500",Bedrooms: 2,Bathrooms: 1,Y,1.0,Y,"1,000",1 Year
3542045,9290,The Blue Mountains,44.5617896,-80.4529392,3.0,"$1,900",Bedrooms: 1,Bathrooms: 1,Y,1.0,N,600,1 Year
3542045,9290,The Blue Mountains,44.5567766,-80.4882672,1.0,"$1,350",Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,450,1 Year
3542045,9290,The Blue Mountains,44.5368493,-80.3794576,5.0,"$3,200",Bedrooms: 3,Bathrooms: 2.5,N,0.0,N,"1,600",1 Year
3542045,9290,The Blue Mountains,44.5332533,-80.3413717,4.0,"$2,600",Bedrooms: 1,Bathrooms: 1,Y,0.0,Y,900,Not Available
3542045,9290,The Blue Mountains,44.5037224,-80.3094719,4.0,"$2,800",Bedrooms: 2,Bathrooms: 2,N,0.0,N,848,1 Year
3542045,9290,The Blue Mountains,44.4940717,-80.2990246,2.0,"$2,800",Bedrooms: 4,Bathrooms: 3,Y,1.0,Y,"2,000",1 Year
3542045,9290,The Blue Mountains,44.4940717,-80.2990246,2.0,"$3,000",Bedrooms: 4,Bathrooms: 2.5,N,0.0,N,"2,200",1 Year
3542045,9290,The Blue Mountains,44.4940717,-80.2990246,2.0,"$2,950",Bedrooms: 3,Bathrooms: 2.5,N,0.0,N,"1,670",1 Year
3542045,9290,The Blue Mountains,44.4940717,-80.2990246,2.0,"$3,400",Bedrooms: 4,Bathrooms: 2.5,N,0.0,N,"2,300",1 Year
3542045,9290,The Blue Mountains,44.4998694,-80.3087037,1.0,"$1,300",Bedrooms: 1,Bathrooms: 1,N,1.0,Y,500,1 Year
3542045,9290,The Blue Mountains,44.4999031,-80.2858597,4.0,"$2,650",Bedrooms: 2,Bathrooms: 2,Y,0.0,N,920,1 Year
3542045,9290,The Blue Mountains,44.5332533,-80.3413717,4.0,"$2,300",Bedrooms: 1,Bathrooms: 1,Y,0.0,Y,900,Not Available
3542045,9290,The Blue Mountains,44.5016513,-80.287161,4.0,"$2,575",Bedrooms: 2,Bathrooms: 2,N,0.0,N,950,1 Year
3542045,9290,The Blue Mountains,44.4989036,-80.2873256,4.0,"$2,650",Bedrooms: 2,Bathrooms: 2,N,0.0,N,848,1 Year
3542045,9290,The Blue Mountains,44.4940717,-80.2990246,2.0,"$6,500",Bedrooms: 5+,Bathrooms: 3,N,0.0,N,"3,700",1 Year
3542045,9290,The Blue Mountains,44.5617896,-80.4529392,2.0,"$2,600",Bedrooms: 3,Bathrooms: 1.5,N,0.0,N,"1,500",1 Year
3542045,9290,The Blue Mountains,44.4940717,-80.2990246,2.0,"$3,000",Bedrooms: 3,Bathrooms: 1,N,0.0,N,"1,400",1 Year
3544053,7521,Muskoka Lakes,45.0731829,-79.3847509,1.0,"$1,000",Bedrooms: Bachelor/Studio,Bathrooms: 1,Y,1.0,Y,650,Month-to-month
3544053,7521,Muskoka Lakes,45.0155012,-79.614664,1.0,"$2,600",Bedrooms: 3,Bathrooms: 1,Y,1.0,Y,"1,000",1 Year
3544053,7521,Muskoka Lakes,45.1575161,-79.6581637,6.0,"$2,200",Bedrooms: 2,Bathrooms: 1,N,0.0,N,900,1 Year
3544053,7521,Muskoka Lakes,45.18564,-79.39746,2.0,"$2,600",Bedrooms: 3,Bathrooms: 1,Y,1.0,Y,"1,000",1 Year
3544065,2856,Georgian Bay,44.8660745,-79.8184258,5.0,"$2,499",Bedrooms: 2,Bathrooms: 2,N,0.0,N,"1,100",1 Year
3544065,2856,Georgian Bay,44.847397,-79.7652839,2.0,"$3,500",Bedrooms: 3,Bathrooms: 3,N,0.0,N,"3,000",1 Year
3546015,6962,Minden Hills,44.9271767,-78.725375,2.0,"$2,200",Bedrooms: 2,Bathrooms: 2,N,0.0,N,"1,350",1 Year
3546024,7240,Dysart et al,45.0414619,-78.4182929,1.0,"$1,000",Bedrooms: Bachelor/Studio,Bathrooms: 1,N,0.0,Y,"50,000",1 Year
3546024,7240,Dysart et al,45.0472004,-78.5068228,3.0,"$2,000",Bedrooms: 2,Bathrooms: 1,N,0.0,Y,"1,500",1 Year
3547003,7602,McNab/Braeside,45.4990177,-76.5171763,2.0,"$2,150",Bedrooms: 3,Bathrooms: 1.5,N,0.0,Y,"2,000",1 Year
3547003,7602,McNab/Braeside,45.4434424,-76.3707658,1.0,"$1,400",Bedrooms: 1,Bathrooms: 1,N,0.0,Y,600,1 Year
3547003,7602,McNab/Braeside,45.368127,-76.5065689,6.0,"$2,850",Bedrooms: 4,Bathrooms: 3,N,0.0,Y,"2,700",1 Year
3547003,7602,McNab/Braeside,45.3574832,-76.486381,1.0,"$1,195",Bedrooms: 1 + Den,Bathrooms: 1,N,0.0,Y,550,1 Year
3547003,7602,McNab/Braeside,45.4658182,-76.4069648,5.0,"$2,095",Bedrooms: 3,Bathrooms: 1.5,N,0.0,N,"1,400",1 Year
3547030,4249,Madawaska Valley,45.5242819,-77.6927128,1.0,"$1,400",Bedrooms: 2,Bathrooms: 1,N,1.0,Y,"1,000",Month-to-month
3547035,3841,Bonnechere Valley,45.5371257,-77.0972647,1.0,"$1,075",Bedrooms: 2,Bathrooms: 1,N,0.0,Y,800,1 Year
3547035,3841,Bonnechere Valley,45.5271805,-77.1179419,2.0,"$1,600",Bedrooms: 3,Bathrooms: 2,Y,1.0,Y,"1,200",1 Year
3547043,2961,Admaston/Bromley,45.508593,-76.938432,2.0,"$1,900",Bedrooms: 3,Bathrooms: 1.5,N,0.0,Y,"1,050",Month-to-month
3547048,8298,Renfrew,45.4749199,-76.6877186,2.0,"$1,700",Bedrooms: 2,Bathrooms: 1,Y,1.0,Y,850,1 Year
3547048,8298,Renfrew,45.4713045,-76.697681,5.0,"$1,400",Bedrooms: 2,Bathrooms: 1,N,0.0,Y,800,1 Year
3547048,8298,Renfrew,45.4718665,-76.6841393,6.0,"$2,300",Bedrooms: 3,Bathrooms: 2,N,0.0,Y,"2,000",1 Year
3547048,8298,Renfrew,45.4762162,-76.6951444,2.0,"$1,750",Bedrooms: 4,Bathrooms: 1,N,0.0,N,700,1 Year
3547048,8298,Renfrew,45.4775982,-76.6980989,2.0,"$1,600",Bedrooms: 2,Bathrooms: 1,N,0.0,N,1,1 Year
3547048,8298,Renfrew,45.4768323,-76.6951055,2.0,$800,Bedrooms: 1,Bathrooms: 1,N,0.0,Y,160,Month-to-month
3547056,7467,Whitewater Region,45.6296149,-76.8811281,1.0,"$1,700",Bedrooms: 3,Bathrooms: 1,N,0.0,Y,"1,200",1 Year
3547056,7467,Whitewater Region,45.6322185,-76.8854099,3.0,"$1,275",Bedrooms: 2,Bathrooms: 1,Y,1.0,Y,1,1 Year
3547056,7467,Whitewater Region,45.7357254,-76.8631085,2.0,"$1,900",Bedrooms: 3,Bathrooms: 1.5,N,0.0,Y,"1,200",1 Year
3547070,3306,North Algona Wilberforce,45.6863084,-77.1419909,1.0,"$2,000",Bedrooms: 2,Bathrooms: 1,N,0.0,N,950,1 Year
3547070,3306,North Algona Wilberforce,45.6863084,-77.1419909,1.0,"$1,800",Bedrooms: 2,Bathrooms: 1,N,0.0,N,950,1 Year
3547075,9942,Laurentian Valley,45.8239353,-77.0846175,1.0,"$1,500",Bedrooms: 2,Bathrooms: 1,N,0.0,Y,Not Available,1 Year
3547075,9942,Laurentian Valley,45.8239353,-77.0846175,1.0,"$1,550",Bedrooms: 2,Bathrooms: 1,N,0.0,Y,Not Available,1 Year
3547075,9942,Laurentian Valley,45.8030221,-77.1517997,1.0,"$1,350",Bedrooms: 2,Bathrooms: 1,N,0.0,N,1,1 Year
3547075,9942,Laurentian Valley,45.8184714,-77.1423893,2.0,"$2,000",Bedrooms: 3,Bathrooms: 1,N,0.0,N,800,1 Year
3547075,9942,Laurentian Valley,45.8125951,-77.0778202,5.0,"$2,050",Bedrooms: 4,Bathrooms: 1.5,N,0.0,N,1,1 Year
3547090,3063,Laurentian Hills,46.0964894,-77.5541664,2.0,"$2,500",Bedrooms: 4 + Den,Bathrooms: 2,Y,1.0,Y,"1,800",1 Year
3547090,3063,Laurentian Hills,46.0964894,-77.5541664,2.0,"$2,000",Bedrooms: 3,Bathrooms: 2,N,0.0,N,"1,650",1 Year
3547090,3063,Laurentian Hills,46.0964894,-77.5541664,2.0,$675,Bedrooms: 5+,Bathrooms: 2,Y,1.0,Y,"2,000",Month-to-month
3547096,4301,Deep River,46.1030627,-77.4948339,1.0,$990,Bedrooms: 1 + Den,Bathrooms: 1,Y,1.0,Y,"4,200",1 Year
3547096,4301,Deep River,46.0999474,-77.4891968,1.0,"$1,400",Bedrooms: 2,Bathrooms: 1,N,0.0,N,700,1 Year
3547096,4301,Deep River,46.1075598,-77.5061484,4.0,"$1,750",Bedrooms: 2,Bathrooms: 1,Y,1.0,Y,850,1 Year
3547096,4301,Deep River,46.0979741,-77.4878794,2.0,"$2,000",Bedrooms: 3,Bathrooms: 2,N,0.0,N,1,1 Year
3548021,2177,Mattawa,46.31748,-78.702193,2.0,"$1,500",Bedrooms: 3,Bathrooms: 1,N,0.0,N,"1,050",1 Year
3549014,2761,Perry,45.5362275,-79.2655035,1.0,"$1,050",Bedrooms: 1,Bathrooms: 1,N,1.0,N,600,1 Year
3549014,2761,Perry,45.4572214,-79.2475094,1.0,"$1,500",Bedrooms: 2 + Den,Bathrooms: 1,N,0.0,Y,680,1 Year
3549032,6909,Parry Sound,45.3511637,-80.0456553,4.0,"$2,100",Bedrooms: 2,Bathrooms: 1.5,Y,1.0,Y,"1,071",1 Year
3549032,6909,Parry Sound,45.3407072,-80.0315481,1.0,"$1,195",Bedrooms: 1 + Den,Bathrooms: 1,N,0.0,N,750,1 Year
3549032,6909,Parry Sound,45.3407072,-80.0315481,6.0,"$1,800",Bedrooms: 1,Bathrooms: 1.5,N,1.0,Y,"1,500",1 Year
3549032,6909,Parry Sound,45.3407072,-80.0315481,6.0,"$2,700",Bedrooms: 3,Bathrooms: 1,N,1.0,Y,"1,800",Month-to-month
3549039,963,Whitestone,45.683333,-79.983333,2.0,"$2,200",Bedrooms: 2 + Den,Bathrooms: 2,N,0.0,Y,"1,000",Month-to-month
3549046,1689,Strong,45.7773323,-79.3693655,1.0,"$1,250",Bedrooms: 2,Bathrooms: 1,N,0.0,Y,800,1 Year
3549060,3655,Powassan,46.0807239,-79.368324,1.0,"$1,400",Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,700,1 Year
3549060,3655,Powassan,45.9868949,-79.359553,1.0,"$1,100",Bedrooms: Bachelor/Studio,Bathrooms: 1,Y,1.0,Y,400,Month-to-month
3549066,4083,Callander,46.222198,-79.366393,1.0,"$1,000",Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,600,Month-to-month
3549066,4083,Callander,46.222198,-79.366393,1.0,"$1,500",Bedrooms: 1,Bathrooms: 1,N,0.0,Y,700,Month-to-month
3549066,4083,Callander,46.1950032,-79.417362,2.0,"$3,000",Bedrooms: 3,Bathrooms: 2,Y,1.0,Y,"1,700",1 Year
3549096,2304,"Parry Sound, Unorganized, Centre Part",45.9543402,-79.6063704,1.0,"$1,050",Bedrooms: 1,Bathrooms: 1,N,1.0,Y,600,1 Year
3549096,2304,"Parry Sound, Unorganized, Centre Part",46.0151586,-80.5803588,1.0,"$1,600",Bedrooms: 2,Bathrooms: 1,Y,1.0,Y,"1,000",1 Year
3549096,2304,"Parry Sound, Unorganized, Centre Part",45.8252067,-79.5996102,2.0,"$1,300",Bedrooms: 1,Bathrooms: 1,N,0.0,Y,640,1 Year
3549096,2304,"Parry Sound, Unorganized, Centre Part",45.7705912,-80.5738542,2.0,"$2,000",Bedrooms: 3,Bathrooms: 1,N,0.0,N,700,Month-to-month
3552004,1301,St.-Charles,46.3623892,-80.4220725,2.0,"$2,000",Bedrooms: 3,Bathrooms: 2,N,0.0,Y,"2,000",1 Year
3552013,2898,Markstay-Warren,46.442577,-80.308248,1.0,"$1,395",Bedrooms: 2,Bathrooms: 1,N,0.0,Y,"1,000",1 Year
3552013,2898,Markstay-Warren,46.4422173,-80.3060042,1.0,"$1,195",Bedrooms: 2 + Den,Bathrooms: 1,N,0.0,Y,"1,000",1 Year
3552031,395,Nairn and Hyman,46.330765,-81.582477,1.0,$800,Bedrooms: 2,Bathrooms: 1,N,0.0,Y,"1,000",Month-to-month
3554068,8229,Kirkland Lake,48.152102,-80.0315739,2.0,"$4,500",Bedrooms: 4,Bathrooms: 1.5,N,1.0,Y,"2,800",1 Year
3554068,8229,Kirkland Lake,48.1455815,-80.0394765,1.0,$950,Bedrooms: 2,Bathrooms: 1,Y,1.0,Y,700,Month-to-month
3554068,8229,Kirkland Lake,48.1433852,-80.0394531,1.0,"$1,100",Bedrooms: 2,Bathrooms: 1,Y,0.0,Y,900,1 Year
3554068,8229,Kirkland Lake,48.1433852,-80.0394531,1.0,"$1,350",Bedrooms: 2,Bathrooms: 1,Y,0.0,Y,900,1 Year
3554068,8229,Kirkland Lake,48.1543978,-80.0228628,1.0,$800,Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,500,Month-to-month
3554068,8229,Kirkland Lake,48.1492466,-80.0320839,6.0,"$1,725",Bedrooms: 3,Bathrooms: 1,N,1.0,Y,"1,000",1 Year
3554068,8229,Kirkland Lake,48.1496866,-80.035327,6.0,"$1,250",Bedrooms: 2,Bathrooms: 1,N,1.0,Y,"1,234",1 Year
3556031,4539,Iroquois Falls,48.7589049,-80.6903384,1.0,$750,Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,600,Month-to-month
3556031,4539,Iroquois Falls,48.703772,-80.7839544,1.0,"$1,100",Bedrooms: 2,Bathrooms: 1,N,1.0,Y,750,1 Year
3556042,5434,Cochrane,49.0650259,-81.0299298,2.0,"$1,900",Bedrooms: 4 + Den,Bathrooms: 1.5,N,0.0,N,1,1 Year
3556048,1232,Smooth Rock Falls,49.276084,-81.6122877,6.0,$850,Bedrooms: 4,Bathrooms: 1,Y,1.0,Y,"1,300",Month-to-month
3556066,8342,Kapuskasing,49.4112043,-82.4044824,2.0,"$1,500",Bedrooms: 2,Bathrooms: 1.5,N,0.0,N,900,1 Year
3556066,8342,Kapuskasing,49.377209,-82.403369,1.0,"$1,300",Bedrooms: 2,Bathrooms: 1,Y,1.0,Y,"1,200",1 Year
3557011,993,Laird,46.3565155,-84.1045173,2.0,"$1,750",Bedrooms: 2 + Den,Bathrooms: 1,N,0.0,Y,"1,000",1 Year
3557038,3622,Blind River,46.1864276,-82.9541373,1.0,$750,Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,500,1 Year
3557038,3622,Blind River,46.182346,-82.9014419,2.0,"$1,400",Bedrooms: 3,Bathrooms: 1,N,0.0,Y,"1,250",1 Year
3557039,745,Spanish,46.1947959,-82.3422779,2.0,"$1,250",Bedrooms: 2,Bathrooms: 1,N,0.0,N,"1,000",1 Year
3557074,1193,Garden River 14,46.509959,-84.092009,2.0,"$2,500",Bedrooms: 3,Bathrooms: 2,N,0.0,N,"2,200",1 Year
3558028,2959,Shuniah,48.5432512,-88.9067113,2.0,"$3,000",Bedrooms: 3 + Den,Bathrooms: 1,N,0.0,Y,"1,500",Month-to-month
3558028,2959,Shuniah,48.5027539,-89.0279944,2.0,"$1,500",Bedrooms: 2 + Den,Bathrooms: 1,N,0.0,Y,"1,300",Month-to-month
3558051,1055,Schreiber,48.8158836,-87.2684336,5.0,$850,Bedrooms: 2,Bathrooms: 1,N,0.0,Y,750,1 Year
3558054,1524,Terrace Bay,48.783999,-87.0966258,2.0,"$2,000",Bedrooms: 3 + Den,Bathrooms: 3,N,0.0,N,"3,100",1 Year
3558075,4323,Greenstone,49.7244094,-86.9501357,1.0,$850,Bedrooms: Bachelor/Studio,Bathrooms: 1,Y,1.0,Y,400,1 Year
3558075,4323,Greenstone,49.781666,-86.534706,1.0,$850,Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,780,1 Year
3558090,6113,"Thunder Bay, Unorganized",48.9532461,-88.6958515,2.0,"$1,248",Bedrooms: 3,Bathrooms: 1,N,0.0,Y,600,1 Year
3558090,6113,"Thunder Bay, Unorganized",48.8906082,-86.6058079,2.0,"$2,000",Bedrooms: 3,Bathrooms: 1,Y,1.0,Y,"1,150",1 Year
3558090,6113,"Thunder Bay, Unorganized",49.5292597,-86.9735127,2.0,"$1,500",Bedrooms: 3,Bathrooms: 1,N,0.0,Y,"1,000",1 Year
3558090,6113,"Thunder Bay, Unorganized",48.8356718,-87.5122878,2.0,"$1,500",Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,500,Month-to-month
3559012,7749,Fort Frances,48.6121155,-93.3911282,1.0,"$1,400",Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,900,1 Year
3559012,7749,Fort Frances,48.6121155,-93.3911282,1.0,"$1,400",Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,900,1 Year
3559012,7749,Fort Frances,48.610134,-93.3972146,1.0,"$1,200",Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,600,1 Year
3559012,7749,Fort Frances,48.6099494,-93.3955282,1.0,"$1,200",Bedrooms: 1,Bathrooms: 1,Y,1.0,Y,500,Month-to-month
3559012,7749,Fort Frances,48.6121155,-93.3911282,1.0,"$1,400",Bedrooms: 1 + Den,Bathrooms: 1,Y,1.0,Y,900,1 Year
